GameDate,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p,NP_total,NP_strike,IR,IS,Result,home_away
2025-04-18,6,49,39,12,14,2,11,8,2,5,10,7,202,0,24,0.359,1.105,0.85,0.426,7.16,9.0,37,8,4,4,1,2,9,0,39,4.0,1.0,0.37,0.074,1.43,151,104,1,0,1,1
2025-04-19,0,43,35,8,10,1,7,6,0,4,11,5,185,1,18,0.286,0.867,1.74,0.451,3.55,9.0,40,10,4,4,3,0,11,1,41,4.0,1.44,1.5,0.05,1.46,175,114,2,0,1,0
2025-04-19,1,40,37,4,10,1,4,3,0,11,9,12,175,0,15,0.27,0.839,3.22,-0.051,-1.44,9.0,43,10,8,7,6,0,4,1,40,7.0,1.78,0.97,-0.45,-3.55,185,114,1,1,0,1
2025-04-19,8,50,40,11,15,1,10,8,0,8,10,4,196,0,23,0.375,0.944,1.1,0.412,5.58,9.0,38,7,4,4,4,0,13,0,62,4.0,1.22,1.33,0.087,1.43,177,107,4,2,1,0
2025-04-19,5,38,34,4,7,0,4,4,0,13,8,10,177,1,14,0.206,0.495,2.16,-0.087,-1.42,9.0,50,15,11,11,8,0,8,1,30,11.0,2.56,0.75,-0.415,-5.57,196,114,7,6,0,1
2025-04-19,4,40,36,3,9,1,3,4,0,5,10,2,152,0,13,0.25,0.742,1.07,-0.078,-0.38,8.0,42,13,10,10,5,1,7,4,8,11.25,2.25,0.26,-0.423,-5.2,176,103,3,0,0,0
2025-04-19,2,42,34,10,13,4,10,5,1,7,9,11,176,1,16,0.382,1.257,0.45,0.424,5.2,9.0,40,9,3,3,4,0,5,1,53,3.0,1.44,0.23,0.077,0.4,152,94,2,0,1,1
2025-04-19,7,46,34,11,10,2,7,11,0,5,6,6,196,3,22,0.294,0.967,1.08,0.407,5.56,9.0,33,5,1,1,1,0,15,0,76,1.0,0.67,0.06,0.093,4.42,109,81,0,0,1,0
2025-04-19,3,33,31,1,5,0,1,1,0,15,11,7,109,0,12,0.161,0.376,0.25,-0.092,-4.44,9.0,46,10,11,8,11,0,5,2,20,8.0,2.33,0.2,-0.407,-5.57,196,104,3,3,0,1
2025-04-19,9,20,18,2,5,0,2,1,1,7,5,3,79,0,8,0.278,0.739,2.91,-0.033,-0.98,4.0,23,8,7,7,2,0,5,2,38,15.75,2.5,0.7,-0.467,-4.63,100,63,1,1,0,0
2025-04-19,6,23,20,7,8,2,7,2,0,5,2,3,100,0,8,0.4,1.185,9.58,0.467,4.63,5.0,20,5,2,2,1,1,7,0,55,3.6,1.2,0.88,0.033,0.97,79,54,0,0,1,1
2025-04-20,0,43,37,6,9,0,4,5,0,9,6,5,177,0,24,0.243,0.657,2.96,0.196,0.64,9.0,40,11,2,2,5,0,12,0,50,2.0,1.78,2.12,0.303,3.35,167,113,3,0,1,0
2025-04-20,1,40,35,2,11,0,2,5,0,12,13,6,167,0,26,0.314,0.743,2.99,-0.303,-3.36,9.0,43,9,6,4,5,0,9,0,64,4.0,1.56,1.82,-0.197,-0.65,177,115,6,2,0,1
2025-04-20,8,34,31,3,5,1,3,2,1,10,6,6,142,1,5,0.161,0.493,1.23,-0.181,-2.43,8.0,42,10,9,9,4,3,12,1,46,10.13,1.75,0.64,-0.321,-4.2,155,93,7,2,0,0
2025-04-20,5,42,35,9,10,1,8,4,3,12,5,10,155,0,25,0.286,0.862,1.95,0.38,5.19,9.0,34,5,3,3,2,1,10,1,61,3.0,0.78,0.66,0.181,2.4,142,92,2,0,1,1
2025-04-20,4,37,34,4,8,2,4,3,0,7,8,6,149,1,8,0.235,0.709,1.49,0.131,-1.45,9.0,43,9,3,3,8,1,8,0,52,3.0,1.89,2.74,0.37,1.45,167,97,5,2,1,0
2025-04-20,2,43,34,3,9,0,3,8,1,8,10,8,167,1,25,0.265,0.713,4.6,-0.369,-1.46,9.0,37,8,4,4,3,0,7,2,53,4.0,1.22,1.37,-0.129,1.45,149,102,1,1,0,1
2025-04-20,7,40,36,5,10,0,5,2,0,7,10,7,156,0,19,0.278,0.586,8.19,0.154,-0.39,9.0,29,3,0,0,0,0,7,0,88,0.0,0.33,0.51,0.346,5.41,100,76,0,0,1,0
2025-04-20,3,29,29,0,3,0,0,0,0,7,11,8,100,1,4,0.103,0.206,0.91,-0.347,-5.4,9.0,40,10,5,1,2,0,7,0,54,1.0,1.33,0.44,-0.155,0.4,156,108,2,1,0,1
2025-04-20,9,31,28,1,3,0,1,2,0,14,5,6,129,1,6,0.107,0.268,0.78,-0.308,-3.4,8.0,38,13,7,7,4,0,8,1,49,7.88,2.13,0.25,-0.192,-2.2,166,98,6,0,0,0
2025-04-20,6,38,34,7,13,1,6,4,0,8,6,5,166,0,18,0.382,0.976,1.37,0.192,2.2,9.0,31,3,1,1,2,0,14,0,88,1.0,0.56,0.24,0.309,3.4,129,87,5,1,1,1
2025-04-22,9,45,40,6,12,1,6,4,0,9,9,11,176,0,17,0.3,0.889,2.48,0.631,0.99,10.0,41,9,5,5,4,0,6,2,49,4.5,1.3,2.18,-0.132,2.0,179,110,0,0,1,0
2025-04-22,8,41,35,5,9,2,5,4,0,6,6,12,179,1,13,0.257,0.896,3.59,0.132,-1.99,10.0,45,12,6,6,4,0,9,1,42,5.4,1.6,1.46,-0.631,-0.99,176,119,2,1,0,1
2025-04-22,5,39,35,3,9,0,3,4,0,12,7,4,159,0,21,0.257,0.676,3.33,-0.161,-2.37,8.0,44,15,9,8,7,0,7,1,32,9.0,2.75,0.53,-0.337,-4.22,153,93,1,1,0,0
2025-04-22,7,44,35,9,15,1,8,7,0,7,5,8,153,2,22,0.429,1.095,1.63,0.337,4.21,9.0,39,9,3,3,4,0,12,0,62,3.0,1.44,0.84,0.163,2.39,159,106,3,0,1,1
2025-04-22,1,33,32,4,8,2,4,1,0,7,9,6,125,2,7,0.25,0.742,2.04,-0.288,-1.38,8.0,34,9,5,5,3,0,7,1,39,5.63,1.5,0.24,-0.213,-0.21,136,86,0,0,0,0
2025-04-22,3,34,31,5,9,1,4,3,0,7,10,6,136,2,7,0.29,0.772,1.12,0.213,0.23,9.0,33,8,4,3,1,0,7,2,78,3.0,1.0,0.69,0.287,1.37,125,87,2,0,1,1
2025-04-23,9,33,29,0,1,0,0,4,0,11,9,5,142,0,14,0.034,0.221,1.83,-0.531,-5.46,8.0,41,6,3,3,10,1,9,0,51,3.38,2.0,0.83,0.03,1.85,181,107,7,2,0,0
2025-04-23,8,41,30,3,6,0,3,10,1,9,8,9,181,0,23,0.2,0.682,2.82,-0.031,-1.85,9.0,33,1,0,0,4,0,11,0,76,0.0,0.56,1.04,0.531,5.46,142,87,0,0,1,1
2025-04-23,6,39,34,6,8,0,6,4,0,6,8,5,138,1,12,0.235,0.632,1.23,0.271,0.64,9.0,42,13,4,4,3,0,12,0,60,4.0,1.78,1.45,0.23,2.38,155,103,0,0,1,0
2025-04-23,4,42,39,4,13,0,4,3,0,12,15,5,155,1,19,0.333,0.766,2.03,-0.229,-2.38,9.0,39,8,6,4,4,0,6,0,34,4.0,1.33,0.37,-0.27,-0.62,138,93,1,0,0,1
2025-04-23,0,36,33,2,8,0,2,2,0,13,8,10,148,1,13,0.242,0.611,2.48,-0.194,-3.37,8.0,37,12,7,7,2,0,3,2,26,7.88,1.75,0.24,-0.307,-2.22,134,88,0,0,0,0
2025-04-23,2,37,34,7,12,2,7,2,0,3,6,6,134,0,11,0.353,0.937,0.8,0.305,2.23,9.0,36,8,2,2,2,0,13,0,49,2.0,1.11,0.65,0.194,3.37,148,99,3,0,1,1
2025-04-23,5,46,44,11,17,4,11,2,0,4,14,5,161,0,17,0.386,1.095,0.78,0.456,6.62,9.0,37,5,5,5,5,0,7,2,61,5.0,1.11,0.12,0.044,-1.62,133,86,3,2,1,0
2025-04-23,7,37,32,5,5,2,4,5,0,7,10,13,133,1,9,0.156,0.676,0.42,-0.044,1.64,9.0,46,17,11,11,2,0,4,4,-3,11.0,2.11,0.16,-0.457,-6.62,161,107,1,0,0,1
2025-04-23,1,44,37,8,12,1,7,4,2,6,6,11,187,1,29,0.324,0.923,1.99,0.461,2.65,9.0,39,5,2,2,4,3,9,1,50,2.0,1.0,0.57,0.038,3.33,146,88,0,0,1,0
2025-04-23,3,39,32,2,5,1,2,4,3,9,6,12,146,0,16,0.156,0.558,1.41,-0.037,-3.35,9.0,44,12,8,4,4,2,6,1,44,4.0,1.78,0.98,-0.461,-2.67,187,118,5,4,0,1
2025-04-24,9,36,31,3,7,0,3,3,0,9,11,8,133,1,15,0.226,0.552,1.63,-0.012,-2.36,9.0,37,6,1,1,3,0,8,0,71,1.0,1.0,1.79,0.512,4.38,153,97,4,1,1,0
2025-04-24,8,37,34,1,6,0,1,3,0,8,12,3,153,0,21,0.176,0.419,3.42,-0.513,-4.37,9.0,36,7,3,2,3,0,9,0,54,2.0,1.11,0.69,0.012,2.36,133,86,3,0,0,1
2025-04-24,6,38,31,3,4,0,3,6,1,12,8,4,153,0,19,0.129,0.418,4.16,-0.22,-1.38,8.0,34,9,5,4,2,1,8,1,48,4.5,1.38,1.06,-0.28,0.77,125,84,3,0,0,0
2025-04-24,4,34,30,5,9,1,4,2,1,8,6,7,125,1,12,0.3,0.797,2.61,0.28,-0.77,9.0,38,4,3,3,6,1,12,0,57,3.0,1.11,1.5,0.22,1.38,153,96,2,0,1,1
2025-04-24,0,39,37,5,10,2,4,2,0,6,9,6,143,1,18,0.27,0.794,1.35,-0.14,1.63,8.0,48,21,17,17,4,0,7,3,33,19.13,3.13,0.24,-0.362,-13.23,189,124,3,2,0,0
2025-04-24,2,48,43,17,21,3,15,4,0,7,7,14,189,0,16,0.488,1.405,0.99,0.362,13.24,9.0,39,10,5,4,2,0,6,2,57,4.0,1.33,0.24,0.138,-1.62,143,98,0,0,1,1
2025-04-24,5,42,29,6,6,0,6,8,1,4,12,8,170,0,26,0.207,0.661,2.35,0.194,0.63,9.0,39,9,5,4,2,0,7,0,62,4.0,1.22,1.82,0.307,0.36,157,97,5,3,1,0
2025-04-24,7,39,35,5,9,0,5,2,0,7,13,5,157,0,14,0.257,0.66,1.72,-0.307,-0.37,9.0,42,6,6,6,8,1,4,0,34,6.0,1.56,0.9,-0.192,-0.62,170,108,4,0,0,1
2025-04-24,1,41,37,9,11,2,9,2,2,6,10,12,134,0,11,0.297,0.934,1.78,0.306,3.64,9.0,40,7,3,1,4,1,6,0,68,1.0,1.22,0.41,0.195,2.37,148,95,0,0,1,0
2025-04-24,3,40,34,3,7,0,3,4,1,6,8,11,148,0,23,0.206,0.535,1.23,-0.194,-2.36,9.0,41,11,9,9,2,2,6,2,35,9.0,1.44,0.33,-0.305,-3.63,134,85,0,0,0,1
2025-04-25,4,46,38,8,10,1,7,6,1,8,11,5,188,0,24,0.263,0.712,1.44,0.322,1.65,9.0,34,5,2,2,3,0,7,0,56,2.0,0.89,0.53,0.178,3.37,124,83,0,0,1,0
2025-04-25,1,34,31,2,5,0,2,3,0,7,10,10,124,0,7,0.161,0.429,1.78,-0.178,-3.36,9.0,46,10,8,3,6,1,8,1,48,3.0,1.78,0.54,-0.322,-1.64,188,112,2,1,0,1
2025-04-25,3,35,31,3,3,1,3,4,0,8,5,7,153,0,12,0.097,0.394,2.18,-0.289,-2.34,8.0,35,9,4,4,2,1,9,1,46,4.5,1.38,1.6,-0.21,0.77,139,83,2,2,0,0
2025-04-25,5,35,32,4,9,1,4,2,1,9,7,11,139,1,13,0.281,0.718,4.36,0.21,-0.77,9.0,35,3,3,2,4,0,8,1,44,2.0,0.78,1.45,0.29,2.35,153,93,3,0,1,1
2025-04-25,9,44,32,6,7,1,6,7,2,6,8,6,168,0,25,0.219,0.756,2.89,0.035,0.65,8.0,42,10,10,10,9,0,9,3,33,11.25,2.38,0.83,-0.535,-5.22,188,109,6,2,0,0
2025-04-25,2,42,33,10,10,3,9,9,0,9,7,12,188,1,20,0.303,1.028,1.38,0.535,5.23,9.0,44,7,6,6,7,2,6,1,40,6.0,1.56,1.23,-0.035,-0.63,168,98,9,1,1,1
2025-04-25,8,41,32,6,9,0,5,8,0,8,6,4,174,1,19,0.281,0.79,3.06,0.372,-0.41,9.0,45,11,5,3,6,1,16,0,35,3.0,1.89,2.08,0.129,1.43,167,102,4,0,1,0
2025-04-25,0,45,37,5,11,0,5,6,1,16,9,7,167,0,36,0.297,0.76,4.8,-0.127,-1.45,9.0,41,9,6,5,8,0,8,0,33,5.0,1.89,1.91,-0.371,0.44,174,99,8,3,0,1
2025-04-25,7,38,32,2,6,0,2,4,1,8,11,2,159,0,17,0.188,0.516,5.1,-0.049,-3.37,9.0,32,5,1,1,1,0,12,1,79,1.0,0.67,2.64,0.549,4.37,144,105,0,0,1,0
2025-04-25,6,32,31,1,5,1,1,1,0,12,9,9,144,0,8,0.161,0.511,6.29,-0.548,-4.36,9.0,38,6,2,2,4,1,8,0,64,2.0,1.11,1.75,0.049,3.38,159,98,0,0,0,1
2025-04-26,4,42,36,7,13,0,6,2,1,11,9,9,137,1,18,0.361,0.882,2.43,0.368,1.66,9.0,41,8,4,2,5,1,7,0,43,2.0,1.44,1.03,0.131,1.36,164,95,2,1,1,0
2025-04-26,1,41,34,4,8,0,4,5,1,7,8,4,164,0,25,0.235,0.615,2.95,-0.134,-1.36,9.0,42,13,7,7,2,1,11,0,64,7.0,1.67,1.44,-0.368,-1.63,137,97,3,3,0,1
2025-04-26,3,39,36,2,6,0,2,2,1,19,7,10,167,0,14,0.167,0.425,4.76,-0.159,-4.02,10.0,35,4,1,1,1,0,11,0,73,0.9,0.5,1.78,0.66,5.02,150,99,0,0,1,0
2025-04-26,5,35,33,1,4,0,1,1,0,11,5,6,150,0,9,0.121,0.329,2.73,-0.658,-5.04,10.0,39,6,2,2,2,1,19,0,82,1.8,0.8,2.41,0.16,4.03,167,112,4,0,0,1
2025-04-26,9,37,35,1,7,1,1,1,1,11,6,8,135,0,18,0.2,0.557,1.43,-0.237,-4.36,8.0,44,11,9,8,9,0,8,0,35,9.0,2.5,0.4,-0.263,-4.23,184,103,4,1,0,0
2025-04-26,2,44,33,9,11,0,9,9,0,8,11,6,184,1,23,0.333,0.849,2.14,0.26,4.24,9.0,37,7,1,1,1,1,11,1,68,1.0,0.89,0.41,0.238,4.37,135,90,0,0,1,1
2025-04-26,8,35,32,4,5,1,4,3,0,12,9,7,145,0,8,0.156,0.51,0.68,-0.189,-1.44,8.0,38,11,8,8,4,0,7,2,18,9.0,1.88,0.19,-0.31,-4.18,145,82,1,1,0,0
2025-04-26,0,38,34,8,11,2,8,4,0,7,8,5,145,1,13,0.324,1.013,1.2,0.31,4.16,9.0,35,5,4,4,3,0,12,1,81,4.0,0.89,0.17,0.189,1.44,145,94,2,2,1,1
2025-04-26,7,32,29,1,3,0,1,2,0,10,10,8,116,0,8,0.103,0.259,4.33,-0.576,-4.36,8.0,33,7,2,2,2,0,4,0,54,2.25,1.13,0.61,0.076,2.77,97,72,0,0,0,0
2025-04-26,6,33,30,2,7,0,2,2,0,4,11,4,97,1,15,0.233,0.581,2.5,-0.077,-2.77,9.0,32,3,1,1,2,0,10,0,75,1.0,0.56,1.77,0.576,4.36,116,80,1,0,1,1
2025-04-27,4,36,32,4,7,1,4,3,1,2,9,6,148,2,9,0.219,0.712,0.7,-0.151,-1.35,8.0,46,13,13,13,10,1,4,1,44,14.63,2.88,0.58,-0.349,-8.25,183,100,7,6,0,0
2025-04-27,1,46,34,13,13,1,13,10,1,4,8,11,183,2,17,0.382,1.11,1.06,0.347,8.26,9.0,36,7,4,4,3,1,2,1,46,4.0,1.11,0.25,0.152,1.34,148,84,1,0,1,1
2025-04-27,3,44,38,7,11,1,7,5,1,5,6,10,173,0,27,0.289,0.781,1.6,0.311,1.66,9.0,41,10,3,3,4,1,8,1,61,3.0,1.56,0.28,0.19,2.35,150,93,4,1,1,0
2025-04-27,5,41,36,3,10,1,3,4,1,8,10,9,150,0,17,0.278,0.783,1.03,-0.19,-2.34,9.0,44,11,7,7,5,1,5,1,15,7.0,1.78,0.39,-0.311,-1.66,173,106,2,2,0,1
2025-04-27,9,37,32,4,7,0,4,2,2,4,3,14,148,1,12,0.219,0.65,1.83,-0.136,-1.43,8.0,43,14,8,8,5,0,6,3,39,9.0,2.38,0.36,-0.362,-3.18,175,102,2,2,0,0
2025-04-27,2,43,38,8,14,3,8,5,0,6,10,10,175,0,13,0.368,1.074,0.72,0.363,3.18,9.0,37,7,4,4,2,2,4,0,63,4.0,1.0,0.9,0.137,1.41,148,99,3,2,1,1
2025-04-27,8,35,30,2,5,0,1,5,0,5,7,6,137,2,11,0.167,0.486,4.72,-0.441,-2.42,8.0,35,9,3,3,3,0,6,1,51,3.38,1.5,1.38,-0.058,1.82,110,71,5,1,0,0
2025-04-27,0,35,30,3,9,1,3,3,0,6,16,4,110,1,22,0.3,0.864,2.8,0.058,-1.83,9.0,35,5,2,2,5,0,5,0,55,2.0,1.11,2.21,0.441,2.42,137,86,0,0,1,1
2025-04-27,7,37,31,3,6,0,3,5,1,6,4,12,145,2,15,0.194,0.582,6.14,-0.442,-2.38,8.0,32,7,4,3,1,0,6,0,61,3.38,1.0,0.39,-0.06,0.77,123,81,0,0,0,0
2025-04-27,6,32,28,4,7,0,4,1,0,6,11,5,123,0,8,0.25,0.687,1.22,0.061,-0.78,9.0,37,6,3,3,5,1,6,0,72,3.0,1.22,1.9,0.44,2.37,145,92,4,2,1,1
2025-04-29,7,36,33,3,7,0,3,3,0,7,5,10,149,0,13,0.212,0.52,1.62,-0.031,-2.43,9.0,35,6,2,2,3,0,11,0,72,2.0,1.0,1.63,0.531,3.42,157,101,0,0,1,0
2025-04-29,1,35,32,2,6,0,2,3,0,11,11,7,157,1,15,0.188,0.476,5.17,-0.532,-3.44,9.0,36,7,3,3,3,0,7,0,55,3.0,1.11,0.56,0.032,2.43,149,91,1,0,0,1
2025-04-29,2,41,36,3,9,1,2,4,0,9,10,7,167,0,26,0.25,0.714,2.17,-0.061,-2.42,9.0,35,4,1,1,4,0,8,0,67,1.0,0.89,3.04,0.56,4.42,138,85,5,0,1,0
2025-04-29,5,35,30,1,4,0,1,4,0,8,14,2,138,0,22,0.133,0.362,4.0,-0.561,-4.42,9.0,41,9,3,3,4,0,9,1,59,3.0,1.44,1.21,0.061,2.43,167,103,3,0,0,1
2025-04-29,9,39,32,3,7,1,3,4,2,4,11,5,157,2,15,0.219,0.686,1.37,-0.019,-2.35,8.0,47,14,13,13,10,1,5,0,31,14.63,3.0,0.59,-0.482,-8.24,181,100,8,6,0,0
2025-04-29,0,47,36,13,14,0,11,10,1,5,13,7,181,1,18,0.389,1.06,2.02,0.482,8.26,9.0,39,7,3,0,4,2,4,1,54,0.0,1.22,0.96,0.018,2.34,157,96,4,0,1,1
2025-04-29,4,48,40,9,17,0,9,5,2,4,11,9,164,2,25,0.425,1.111,1.78,0.225,3.65,9.0,36,4,3,3,3,1,7,1,74,3.0,0.78,0.36,0.275,2.34,142,92,6,2,1,0
2025-04-29,3,36,32,3,4,1,3,3,1,7,7,11,142,0,11,0.125,0.441,1.46,-0.273,-2.35,9.0,48,17,9,9,5,2,4,0,39,9.0,2.44,0.44,-0.226,-3.66,164,105,5,2,0,1
2025-04-29,8,36,32,2,6,1,2,2,2,6,9,5,144,1,13,0.188,0.591,3.81,-0.496,-2.36,8.0,32,6,3,3,2,0,9,2,48,3.38,1.0,0.7,-0.003,1.74,127,82,0,0,0,0
2025-04-29,6,32,29,3,6,2,3,2,0,9,13,6,127,0,12,0.207,0.698,2.27,0.003,-1.75,9.0,36,6,2,2,2,2,6,1,57,2.0,0.89,1.8,0.497,2.34,144,90,0,0,1,1
2025-04-30,7,41,34,8,11,1,7,4,1,5,3,11,154,2,12,0.324,0.822,1.59,0.398,2.61,9.0,36,7,3,2,3,0,7,1,53,2.0,1.11,0.49,0.101,2.4,139,91,0,0,1,0
2025-04-30,1,36,33,3,7,1,3,3,0,7,11,2,139,0,13,0.212,0.611,2.23,-0.102,-2.39,9.0,41,11,8,8,4,1,5,1,33,8.0,1.67,0.46,-0.398,-2.61,154,98,2,2,0,1
2025-04-30,9,45,36,7,11,2,7,4,2,6,6,7,153,0,28,0.306,0.877,2.7,0.129,1.66,9.0,31,5,0,0,2,0,9,0,74,0.0,0.78,0.41,0.37,4.34,131,86,0,0,1,0
2025-04-30,0,31,29,0,5,0,0,2,0,9,9,10,131,2,14,0.172,0.467,1.23,-0.37,-4.35,9.0,45,11,7,6,4,2,6,2,48,6.0,1.67,0.94,-0.129,-1.66,153,92,7,2,0,1
2025-04-30,4,43,39,10,15,1,9,3,0,2,11,7,150,1,9,0.385,1.034,1.12,0.459,4.67,9.0,42,11,9,8,2,1,8,2,46,8.0,1.44,0.68,0.042,-3.68,174,104,2,2,1,0
2025-04-30,3,42,38,9,11,2,8,2,1,8,12,10,174,0,13,0.289,0.946,3.08,-0.041,3.68,9.0,43,15,10,9,3,0,2,1,21,9.0,2.0,0.53,-0.457,-4.67,150,95,2,2,0,1
2025-04-30,8,33,31,2,6,1,2,1,0,9,12,2,123,1,10,0.194,0.542,3.65,-0.231,-3.34,8.0,34,9,5,5,2,0,8,2,64,5.63,1.38,0.77,-0.268,-0.26,136,93,1,0,0,0
2025-04-30,6,34,31,5,9,2,5,2,0,8,10,4,136,0,12,0.29,0.914,3.91,0.269,0.25,9.0,33,6,2,2,1,0,9,1,62,2.0,0.78,1.09,0.231,3.33,123,81,0,0,1,1
2025-05-01,2,36,30,1,6,0,1,6,0,6,5,9,142,2,10,0.2,0.533,4.22,-0.429,-4.35,8.0,36,9,4,3,3,0,9,1,52,3.38,1.5,0.82,-0.072,0.75,139,89,5,0,0,0
2025-05-01,5,36,32,4,9,1,3,3,0,9,12,6,139,0,22,0.281,0.749,1.56,0.072,-0.75,9.0,36,6,1,1,6,0,6,0,57,1.0,1.33,1.64,0.428,4.33,142,89,5,0,1,1
2025-05-01,4,40,35,5,8,0,5,4,1,6,11,6,151,1,20,0.229,0.611,2.22,0.092,-0.4,9.0,31,4,0,0,1,0,7,0,76,0.0,0.56,0.41,0.407,5.4,123,79,0,0,1,0
2025-05-01,3,31,30,0,4,0,0,1,0,7,7,12,123,1,4,0.133,0.294,0.99,-0.405,-5.4,9.0,40,8,5,5,4,1,6,0,36,5.0,1.33,0.43,-0.095,0.4,151,98,2,0,0,1
2025-05-02,5,37,31,2,5,1,2,5,1,7,9,7,163,0,18,0.161,0.587,2.94,-0.203,-3.39,9.0,34,6,1,0,3,0,9,0,59,0.0,1.0,1.86,0.703,4.4,149,98,0,0,1,0
2025-05-02,8,34,31,1,6,0,0,3,0,9,11,5,149,0,12,0.194,0.459,3.47,-0.703,-4.4,9.0,37,5,2,2,5,1,7,1,51,2.0,1.11,0.95,0.203,3.4,163,96,2,0,0,1
2025-05-02,9,39,32,3,5,0,2,7,0,4,12,4,169,0,18,0.156,0.558,4.83,0.0,-2.35,8.0,33,7,4,4,2,1,4,0,54,4.5,1.13,1.28,-0.5,0.74,114,75,2,0,0,0
2025-05-02,4,33,30,4,7,0,4,2,1,4,12,9,114,2,8,0.233,0.636,1.65,0.499,-0.74,9.0,39,5,3,3,7,0,4,0,69,3.0,1.33,3.01,0.0,2.33,169,100,7,3,1,1
2025-05-02,1,37,33,2,6,0,2,3,1,6,9,6,145,1,16,0.182,0.452,2.33,-0.254,-3.37,8.0,36,9,6,5,2,2,4,1,67,5.63,1.38,1.85,-0.245,-1.22,141,90,4,2,0,0
2025-05-02,2,36,29,6,9,1,6,2,2,4,8,12,141,1,13,0.31,0.865,3.83,0.246,1.22,9.0,37,6,2,0,3,1,6,0,61,0.0,1.0,1.04,0.254,3.37,145,99,1,0,1,1
